source,target,interaction,question,option,is_diagnosis
kt2,kt4,Yes,Did the pain start immediately after the injury?,Yes,0
kt2,kt5,No,Did the pain start immediately after the injury?,No,0
kt3,kt6,Yes,Do you have a history of dental problems or procedures?,Yes,0
kt3,kt7,No,Do you have a history of dental problems or procedures?,No,0
kt4,kt8,Yes,Is the pain localized to the area of injury?,Yes,0
kt4,kt9,No,Is the pain localized to the area of injury?,No,0
kt5,kt10,Yes,Have you noticed any changes in your vision or eye pain?,Yes,0
kt5,kt11,No,Have you noticed any changes in your vision or eye pain?,No,0
kt6,kt12,Yes,Is the pain worse when you bite down or chew?,Yes,0
kt6,kt13,No,Is the pain worse when you bite down or chew?,No,0
kt7,kt14,Yes,Do you experience frequent headaches or migraines?,Yes,0
kt7,kt15,No,Do you experience frequent headaches or migraines?,No,0
kt8,injury of abdomen,Constant,Is the pain constant or does it come and go?,Constant,1
kt8,neurovascular injury,Constant,Is the pain constant or does it come and go?,Constant,1
kt8,neuropathic pain,Comes and goes,Is the pain constant or does it come and go?,Comes and goes,1
kt8,trigeminal nerve inflammation,Comes and goes,Is the pain constant or does it come and go?,Comes and goes,1
kt9,sinusitis,Yes,Do you have a history of sinus problems or allergies?,Yes,1
kt9,allergic rhinitis,Yes,Do you have a history of sinus problems or allergies?,Yes,1
kt9,atypical facial pain,No,Do you have a history of sinus problems or allergies?,No,1
kt9,neuropathy,No,Do you have a history of sinus problems or allergies?,No,1
kt10,conjunctivitis,Yes,Is the eye pain accompanied by redness or discharge?,Yes,1
kt10,orbital cellulitis,Yes,Is the eye pain accompanied by redness or discharge?,Yes,1
kt10,migraine,No,Is the eye pain accompanied by redness or discharge?,No,1
kt10,trigeminal autonomic cephalgia,No,Is the eye pain accompanied by redness or discharge?,No,1
kt11,otitis externa,Yes,Do you have a history of ear infections or pain?,Yes,1
kt11,otitis media,Yes,Do you have a history of ear infections or pain?,Yes,1
kt11,temporomandibular joint disorder,No,Do you have a history of ear infections or pain?,No,1
kt11,trigeminal neuralgia,No,Do you have a history of ear infections or pain?,No,1
kt12,pulpitis,Yes,Is the tooth sensitive to hot or cold?,Yes,1
kt12,dental abscess,Yes,Is the tooth sensitive to hot or cold?,Yes,1
kt12,dental calculus,No,Is the tooth sensitive to hot or cold?,No,1
kt12,fracture of tooth,No,Is the tooth sensitive to hot or cold?,No,1
kt13,acute folliculitis,Yes,Do you have a history of skin infections or acne?,Yes,1
kt13,furuncle of face,Yes,Do you have a history of skin infections or acne?,Yes,1
kt13,gingival abscess,No,Do you have a history of skin infections or acne?,No,1
kt13,gingival and periodontal diseases,No,Do you have a history of skin infections or acne?,No,1
kt14,cluster headache,Yes,Do the headaches occur on one side of the face?,Yes,1
kt14,cranial neuralgia,Yes,Do the headaches occur on one side of the face?,Yes,1
kt14,migraine,No,Do the headaches occur on one side of the face?,No,1
kt14,anxiety disorder,No,Do the headaches occur on one side of the face?,No,1
kt15,acute bacterial pharyngitis,Yes,Have you had a recent cold or upper respiratory infection?,Yes,1
kt15,tonsillitis,Yes,Have you had a recent cold or upper respiratory infection?,Yes,1
kt15,herpes zoster,No,Have you had a recent cold or upper respiratory infection?,No,1
kt15,toothache,No,Have you had a recent cold or upper respiratory infection?,No,1
ku1,ku2,op1Text,What type of surgery or procedure did you have?,op1Text,0
ku1,ku3,op2Text,What type of surgery or procedure did you have?,op2Text,0
ku2,ku4,op1Text,"Was the surgery or procedure related to your face, head, or neck?",op1Text,0
ku2,ku5,op2Text,"Was the surgery or procedure related to your face, head, or neck?",op2Text,0
ku3,ku6,op1Text,Have you experienced any complications or infections after the surgery or procedure?,op1Text,0
ku3,ku7,op2Text,Have you experienced any complications or infections after the surgery or procedure?,op2Text,0
ku4,ku8,op1Text,Have you been experiencing any numbness or tingling sensations around the area of the surgery?,op1Text,0
ku4,ku9,op2Text,Have you been experiencing any numbness or tingling sensations around the area of the surgery?,op2Text,0
ku5,ku10,op1Text,Have you been experiencing any changes in your vision or hearing since the surgery?,op1Text,0
ku5,ku11,op2Text,Have you been experiencing any changes in your vision or hearing since the surgery?,op2Text,0
ku6,ku12,op1Text,Have you been prescribed any medications to manage the complications or infections?,op1Text,0
ku6,ku13,op2Text,Have you been prescribed any medications to manage the complications or infections?,op2Text,0
ku7,ku14,op1Text,Have you noticed any changes in the intensity or frequency of the face pain since the surgery?,op1Text,0
ku7,ku15,op2Text,Have you noticed any changes in the intensity or frequency of the face pain since the surgery?,op2Text,0
ku8,neurovascular injury,Op1Text,QueText,Op1Text,1
ku8,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
ku8,neuropathic pain,Op2Text,QueText,Op2Text,1
ku8,cranial neuralgia,Op2Text,QueText,Op2Text,1
ku9,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
ku9,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
ku9,neoplasm of oropharynx,Op2Text,QueText,Op2Text,1
ku9,orbital cellulitis,Op2Text,QueText,Op2Text,1
ku10,encephalitis,Op1Text,QueText,Op1Text,1
ku10,tropical pulmonary eosinophilia,Op1Text,QueText,Op1Text,1
ku10,induration of skin,Op2Text,QueText,Op2Text,1
ku10,extrapyramidal disease,Op2Text,QueText,Op2Text,1
ku11,idiopathic disease,Op1Text,QueText,Op1Text,1
ku11,frank hematuria,Op1Text,QueText,Op1Text,1
ku11,neurocirculatory asthenia,Op2Text,QueText,Op2Text,1
ku11,acute bacterial pharyngitis,Op2Text,QueText,Op2Text,1
ku12,acute folliculitis,Op1Text,QueText,Op1Text,1
ku12,furuncle of face,Op1Text,QueText,Op1Text,1
ku12,gingival abscess,Op2Text,QueText,Op2Text,1
ku12,injury of abdomen,Op2Text,QueText,Op2Text,1
ku13,neoplasm of adrenal gland,Op1Text,QueText,Op1Text,1
ku13,neoplasm of larynx,Op1Text,QueText,Op1Text,1
ku13,pain associated with defecation,Op2Text,QueText,Op2Text,1
ku13,pain in left wrist,Op2Text,QueText,Op2Text,1
ku14,pain of left ankle joint,Op1Text,QueText,Op1Text,1
ku14,pain of left forearm,Op1Text,QueText,Op1Text,1
ku14,pain of left heel,Op2Text,QueText,Op2Text,1
ku14,trigeminal neuralgia,Op2Text,QueText,Op2Text,1
ku15,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
ku15,neuropathic pain,Op1Text,QueText,Op1Text,1
ku15,cluster headache,Op2Text,QueText,Op2Text,1
ku15,cranial neuralgia,Op2Text,QueText,Op2Text,1
kv1,kv2,Yes,Do you have any history of sinus problems or allergies?,Yes,0
kv1,kv3,No,Do you have any history of sinus problems or allergies?,No,0
kv2,kv4,Yes,"Do you have a fever, nasal congestion, or a runny nose?",Yes,0
kv2,kv5,No,"Do you have a fever, nasal congestion, or a runny nose?",No,0
kv3,kv6,Yes,Do you experience headaches or sensitivity to light?,Yes,0
kv3,kv7,No,Do you experience headaches or sensitivity to light?,No,0
kv4,kv8,Yes,Is the pain worse when you bend forward or lie down?,Yes,0
kv4,kv9,No,Is the pain worse when you bend forward or lie down?,No,0
kv5,kv10,Yes,Do you have a history of dental problems or toothaches?,Yes,0
kv5,kv11,No,Do you have a history of dental problems or toothaches?,No,0
kv6,kv12,Yes,Do the headaches occur on one side of your head and last for several hours?,Yes,0
kv6,kv13,No,Do the headaches occur on one side of your head and last for several hours?,No,0
kv7,kv14,Yes,Have you experienced any recent trauma or injury to your face?,Yes,0
kv7,kv15,No,Have you experienced any recent trauma or injury to your face?,No,0
kv8,sinusitis,Op1Text,QueText,Op1Text,1
kv8,sinusitis,Op2Text,QueText,Op2Text,1
kv9,allergic rhinitis,Op1Text,QueText,Op1Text,1
kv9,allergic rhinitis,Op2Text,QueText,Op2Text,1
kv10,dental abscess,Op1Text,QueText,Op1Text,1
kv10,pulpitis,Op1Text,QueText,Op1Text,1
kv10,dental abscess,Op2Text,QueText,Op2Text,1
kv10,pulpitis,Op2Text,QueText,Op2Text,1
kv11,neuropathy,Op1Text,QueText,Op1Text,1
kv11,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
kv11,neuropathy,Op2Text,QueText,Op2Text,1
kv11,trigeminal neuralgia,Op2Text,QueText,Op2Text,1
kv12,migraine,Op1Text,QueText,Op1Text,1
kv12,migraine,Op2Text,QueText,Op2Text,1
kv13,cluster headache,Op1Text,QueText,Op1Text,1
kv13,cranial neuralgia,Op1Text,QueText,Op1Text,1
kv13,cluster headache,Op2Text,QueText,Op2Text,1
kv13,cranial neuralgia,Op2Text,QueText,Op2Text,1
kv14,neurovascular injury,Op1Text,QueText,Op1Text,1
kv14,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
kv14,neurovascular injury,Op2Text,QueText,Op2Text,1
kv14,trigeminal nerve inflammation,Op2Text,QueText,Op2Text,1
kv15,atypical facial pain,Op1Text,QueText,Op1Text,1
kv15,anxiety disorder,Op1Text,QueText,Op1Text,1
kv15,atypical facial pain,Op2Text,QueText,Op2Text,1
kv15,anxiety disorder,Op2Text,QueText,Op2Text,1
kw1,kw2,Yes,Have you experienced any recent weight loss?,Yes,0
kw1,kw3,No,Have you experienced any recent weight loss?,No,0
kw2,kw4,Yes,Do you have any difficulty swallowing or a persistent sore throat?,Yes,0
kw2,kw5,No,Do you have any difficulty swallowing or a persistent sore throat?,No,0
kw3,kw6,Yes,Have you recently had any dental work or oral surgery?,Yes,0
kw3,kw7,No,Have you recently had any dental work or oral surgery?,No,0
kw4,kw8,Yes,Do you have a history of smoking or excessive alcohol consumption?,Yes,0
kw4,kw9,No,Do you have a history of smoking or excessive alcohol consumption?,No,0
kw5,kw10,Yes,Do you have any numbness or tingling in your face?,Yes,0
kw5,kw11,No,Do you have any numbness or tingling in your face?,No,0
kw6,kw12,Yes,Is the pain worse when you open your mouth or chew?,Yes,0
kw6,kw13,No,Is the pain worse when you open your mouth or chew?,No,0
kw7,kw14,Yes,Do you have a fever or chills?,Yes,0
kw7,kw15,No,Do you have a fever or chills?,No,0
kw8,neoplasm of oropharynx,Op1Text,QueText,Op1Text,1
kw8,neoplasm of larynx,Op1Text,QueText,Op1Text,1
kw8,neoplasm of adrenal gland,Op2Text,QueText,Op2Text,1
kw8,neoplasm of kidney,Op2Text,QueText,Op2Text,1
kw9,orbital cellulitis,Op1Text,QueText,Op1Text,1
kw9,acute bacterial pharyngitis,Op1Text,QueText,Op1Text,1
kw9,acute folliculitis,Op2Text,QueText,Op2Text,1
kw9,furuncle of face,Op2Text,QueText,Op2Text,1
kw10,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
kw10,neuropathy,Op1Text,QueText,Op1Text,1
kw10,trigeminal neuralgia,Op2Text,QueText,Op2Text,1
kw10,neurovascular injury,Op2Text,QueText,Op2Text,1
kw11,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
kw11,dental abscess,Op1Text,QueText,Op1Text,1
kw11,pulpitis,Op2Text,QueText,Op2Text,1
kw11,gingival abscess,Op2Text,QueText,Op2Text,1
kw12,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
kw12,fracture of tooth,Op1Text,QueText,Op1Text,1
kw12,dental calculus,Op2Text,QueText,Op2Text,1
kw12,gingival and periodontal diseases,Op2Text,QueText,Op2Text,1
kw13,aphthous ulcer of mouth,Op1Text,QueText,Op1Text,1
kw13,oral submucous fibrosis,Op1Text,QueText,Op1Text,1
kw13,sinusitis,Op2Text,QueText,Op2Text,1
kw13,migraine,Op2Text,QueText,Op2Text,1
kw14,cellulitis,Op1Text,QueText,Op1Text,1
kw14,tonsillitis,Op1Text,QueText,Op1Text,1
kw14,otitis externa,Op2Text,QueText,Op2Text,1
kw14,otitis media,Op2Text,QueText,Op2Text,1
kw15,atypical facial pain,Op1Text,QueText,Op1Text,1
kw15,herpes zoster,Op1Text,QueText,Op1Text,1
kw15,toothache,Op2Text,QueText,Op2Text,1
kw15,conjunctivitis,Op2Text,QueText,Op2Text,1
kx1,kx2,Yes,Do you have a fever or chills?,Yes,0
kx1,kx3,No,Do you have a fever or chills?,No,0
kx2,kx4,Yes,Do you have a sore throat or difficulty swallowing?,Yes,0
kx2,kx5,No,Do you have a sore throat or difficulty swallowing?,No,0
kx3,kx6,Yes,Do you have a history of sinus problems or allergies?,Yes,0
kx3,kx7,No,Do you have a history of sinus problems or allergies?,No,0
kx4,kx8,Yes,Are there white patches on your tonsils?,Yes,0
kx4,kx9,No,Are there white patches on your tonsils?,No,0
kx5,kx10,Yes,Is the pain worse when you chew or open your mouth wide?,Yes,0
kx5,kx11,No,Is the pain worse when you chew or open your mouth wide?,No,0
kx6,kx12,Yes,Do you have nasal congestion or a runny nose?,Yes,0
kx6,kx13,No,Do you have nasal congestion or a runny nose?,No,0
kx7,kx14,Yes,Is the pain triggered by touching your face or brushing your teeth?,Yes,0
kx7,kx15,No,Is the pain triggered by touching your face or brushing your teeth?,No,0
kx8,tonsillitis,Op1Text,QueText,Op1Text,1
kx8,acute bacterial pharyngitis,Op1Text,QueText,Op1Text,1
kx8,acute folliculitis,Op2Text,QueText,Op2Text,1
kx8,furuncle of face,Op2Text,QueText,Op2Text,1
kx9,gingival abscess,Op1Text,QueText,Op1Text,1
kx9,injury of abdomen,Op1Text,QueText,Op1Text,1
kx9,neoplasm of adrenal gland,Op2Text,QueText,Op2Text,1
kx9,neoplasm of larynx,Op2Text,QueText,Op2Text,1
kx10,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
kx10,neuropathic pain,Op1Text,QueText,Op1Text,1
kx10,cluster headache,Op2Text,QueText,Op2Text,1
kx10,cranial neuralgia,Op2Text,QueText,Op2Text,1
kx11,dental calculus,Op1Text,QueText,Op1Text,1
kx11,fracture of tooth,Op1Text,QueText,Op1Text,1
kx11,gingival and periodontal diseases,Op2Text,QueText,Op2Text,1
kx11,aphthous ulcer of mouth,Op2Text,QueText,Op2Text,1
kx12,sinusitis,Op1Text,QueText,Op1Text,1
kx12,migraine,Op1Text,QueText,Op1Text,1
kx12,atypical facial pain,Op2Text,QueText,Op2Text,1
kx12,herpes zoster,Op2Text,QueText,Op2Text,1
kx13,oral submucous fibrosis,Op1Text,QueText,Op1Text,1
kx13,toothache,Op1Text,QueText,Op1Text,1
kx13,neoplasm of oropharynx,Op2Text,QueText,Op2Text,1
kx13,orbital cellulitis,Op2Text,QueText,Op2Text,1
kx14,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
kx14,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
kx14,pain associated with defecation,Op2Text,QueText,Op2Text,1
kx14,pain in left wrist,Op2Text,QueText,Op2Text,1
kx15,pain of left ankle joint,Op1Text,QueText,Op1Text,1
kx15,pain of left forearm,Op1Text,QueText,Op1Text,1
kx15,pain of left heel,Op2Text,QueText,Op2Text,1
kx15,trigeminal neuralgia,Op2Text,QueText,Op2Text,1
ky1,ky2,Yes,Have the growths or changes in your skin been present for more than a month?,Yes,0
ky1,ky3,No,Have the growths or changes in your skin been present for more than a month?,No,0
ky2,ky4,Yes,Do you have a history of skin cancer or a family history of skin cancer?,Yes,0
ky2,ky5,No,Do you have a history of skin cancer or a family history of skin cancer?,No,0
ky3,ky6,Yes,Have you recently started using any new skincare products or medications?,Yes,0
ky3,ky7,No,Have you recently started using any new skincare products or medications?,No,0
ky4,ky8,Yes,"Have you noticed any changes in the size, shape, or color of the growths?",Yes,0
ky4,ky9,No,"Have you noticed any changes in the size, shape, or color of the growths?",No,0
ky5,ky10,Yes,"Do you have any other symptoms, such as fever, fatigue, or unexplained weight loss?",Yes,0
ky5,ky11,No,"Do you have any other symptoms, such as fever, fatigue, or unexplained weight loss?",No,0
ky6,ky12,Yes,Did the face pain and skin changes start shortly after using the new product or medication?,Yes,0
ky6,ky13,No,Did the face pain and skin changes start shortly after using the new product or medication?,No,0
ky7,ky14,Yes,Have you had any recent injuries or trauma to the face?,Yes,0
ky7,ky15,No,Have you had any recent injuries or trauma to the face?,No,0
ky8,neoplasm of oropharynx,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky8,neoplasm of larynx,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky8,neoplasm of adrenal gland,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky8,neoplasm of kidney,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky9,xanthelasma palpebrarum,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky9,idiopathic disease,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky9,extrapyramidal disease,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky10,encephalitis,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky10,tropical pulmonary eosinophilia,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky10,induration of skin,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky11,notalgia paresthetica,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky11,frank hematuria,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky11,neurocirculatory asthenia,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky12,allergic rhinitis,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky12,conjunctivitis,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky12,tonsillitis,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky12,otitis externa,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky12,otitis media,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky13,cellulitis,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky13,anxiety disorder,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky13,resorption of apex of root of tooth,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky13,post herpetic neuralgia,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky14,trigeminal autonomic cephalgia,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky14,neurovascular injury,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky14,malignant otitis externa,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky15,trigeminal nerve inflammation,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky15,acute bacterial pharyngitis,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky15,acute folliculitis,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
ky15,furuncle of face,Op1Text,"Based on your answers, consider the following diagnoses:",Op1Text,1
kz1,kz2,Yes,Do you have a history of allergies or skin conditions?,Yes,0
kz1,kz3,No,Do you have a history of allergies or skin conditions?,No,0
kz2,kz4,Yes,Have you recently been exposed to any known allergens or irritants?,Yes,0
kz2,kz5,No,Have you recently been exposed to any known allergens or irritants?,No,0
kz3,kz6,Yes,Have you recently experienced any trauma or injury to the face?,Yes,0
kz3,kz7,No,Have you recently experienced any trauma or injury to the face?,No,0
kz4,kz8,Yes,Did the rash or skin changes worsen after exposure to the allergen or irritant?,Yes,0
kz4,kz9,No,Did the rash or skin changes worsen after exposure to the allergen or irritant?,No,0
kz5,kz10,Yes,Do you have a history of autoimmune or inflammatory conditions?,Yes,0
kz5,kz11,No,Do you have a history of autoimmune or inflammatory conditions?,No,0
kz6,kz12,Yes,Did the pain and rash or skin changes begin shortly after the trauma or injury?,Yes,0
kz6,kz13,No,Did the pain and rash or skin changes begin shortly after the trauma or injury?,No,0
kz7,kz14,Yes,Have you recently experienced any significant stress or changes in your life?,Yes,0
kz7,kz15,No,Have you recently experienced any significant stress or changes in your life?,No,0
kz8,allergic rhinitis,Op1Text,QueText,Op1Text,1
kz8,acute folliculitis,Op1Text,QueText,Op1Text,1
kz8,furuncle of face,Op2Text,QueText,Op2Text,1
kz8,gingival abscess,Op2Text,QueText,Op2Text,1
kz9,neurovascular injury,Op1Text,QueText,Op1Text,1
kz9,neoplasm of kidney,Op1Text,QueText,Op1Text,1
kz9,notalgia paresthetica,Op2Text,QueText,Op2Text,1
kz9,xanthelasma palpebrarum,Op2Text,QueText,Op2Text,1
kz10,encephalitis,Op1Text,QueText,Op1Text,1
kz10,tropical pulmonary eosinophilia,Op1Text,QueText,Op1Text,1
kz10,induration of skin,Op2Text,QueText,Op2Text,1
kz10,extrapyramidal disease,Op2Text,QueText,Op2Text,1
kz11,idiopathic disease,Op1Text,QueText,Op1Text,1
kz11,frank hematuria,Op1Text,QueText,Op1Text,1
kz11,neurocirculatory asthenia,Op2Text,QueText,Op2Text,1
kz11,trigeminal nerve inflammation,Op2Text,QueText,Op2Text,1
kz12,acute bacterial pharyngitis,Op1Text,QueText,Op1Text,1
kz12,acute folliculitis,Op1Text,QueText,Op1Text,1
kz12,furuncle of face,Op2Text,QueText,Op2Text,1
kz12,gingival abscess,Op2Text,QueText,Op2Text,1
kz13,injury of abdomen,Op1Text,QueText,Op1Text,1
kz13,neoplasm of adrenal gland,Op1Text,QueText,Op1Text,1
kz13,neoplasm of larynx,Op2Text,QueText,Op2Text,1
kz13,neoplasm of oropharynx,Op2Text,QueText,Op2Text,1
kz14,orbital cellulitis,Op1Text,QueText,Op1Text,1
kz14,pain associated with defecation,Op1Text,QueText,Op1Text,1
kz14,pain in left wrist,Op2Text,QueText,Op2Text,1
kz14,pain of left ankle joint,Op2Text,QueText,Op2Text,1
kz15,pain of left forearm,Op1Text,QueText,Op1Text,1
kz15,pain of left heel,Op1Text,QueText,Op1Text,1
kz15,trigeminal neuralgia,Op2Text,QueText,Op2Text,1
kz15,temporomandibular joint disorder,Op2Text,QueText,Op2Text,1
la1,la2,Yes,Have you recently experienced any unintentional weight loss?,Yes,0
la1,la3,No,Have you recently experienced any unintentional weight loss?,No,0
la2,la4,Yes,Do you have difficulty swallowing or a persistent sore throat?,Yes,0
la2,la5,No,Do you have difficulty swallowing or a persistent sore throat?,No,0
la3,la6,Yes,Do you have a history of smoking or excessive alcohol consumption?,Yes,0
la3,la7,No,Do you have a history of smoking or excessive alcohol consumption?,No,0
la4,la8,Yes,"Have you noticed any changes in your voice, such as hoarseness?",Yes,0
la4,la9,No,"Have you noticed any changes in your voice, such as hoarseness?",No,0
la5,la10,Yes,Do you have any difficulty opening your mouth or moving your jaw?,Yes,0
la5,la11,No,Do you have any difficulty opening your mouth or moving your jaw?,No,0
la6,la12,Yes,Do you have any numbness or tingling in the area of the pain?,Yes,0
la6,la13,No,Do you have any numbness or tingling in the area of the pain?,No,0
la7,la14,Yes,Have you recently had any dental work or oral surgery?,Yes,0
la7,la15,No,Have you recently had any dental work or oral surgery?,No,0
la8,neoplasm of oropharynx,Op1Text,Final Diagnosis,Op1Text,1
la8,neoplasm of larynx,Op1Text,Final Diagnosis,Op1Text,1
la9,neoplasm of adrenal gland,Op1Text,Final Diagnosis,Op1Text,1
la9,neoplasm of kidney,Op1Text,Final Diagnosis,Op1Text,1
la10,temporomandibular joint disorder,Op1Text,Final Diagnosis,Op1Text,1
la10,neurovascular injury,Op1Text,Final Diagnosis,Op1Text,1
la11,trigeminal nerve inflammation,Op1Text,Final Diagnosis,Op1Text,1
la11,trigeminal neuralgia,Op1Text,Final Diagnosis,Op1Text,1
la12,neuropathy,Op1Text,Final Diagnosis,Op1Text,1
la12,neuropathic pain,Op1Text,Final Diagnosis,Op1Text,1
la13,cluster headache,Op1Text,Final Diagnosis,Op1Text,1
la13,cranial neuralgia,Op1Text,Final Diagnosis,Op1Text,1
la14,dental abscess,Op1Text,Final Diagnosis,Op1Text,1
la14,fracture of tooth,Op1Text,Final Diagnosis,Op1Text,1
la15,gingival and periodontal diseases,Op1Text,Final Diagnosis,Op1Text,1
la15,aphthous ulcer of mouth,Op1Text,Final Diagnosis,Op1Text,1
lb1,lb2,op1Text,Do you have a history of skin conditions or allergies?,op1Text,0
lb1,lb3,op2Text,Do you have a history of skin conditions or allergies?,op2Text,0
lb2,lb4,op1Text,Have you recently started using any new skincare products or cosmetics?,op1Text,0
lb2,lb5,op2Text,Have you recently started using any new skincare products or cosmetics?,op2Text,0
lb3,lb6,op1Text,Have you recently been exposed to any chemicals or irritants?,op1Text,0
lb3,lb7,op2Text,Have you recently been exposed to any chemicals or irritants?,op2Text,0
lb4,lb8,op1Text,Did the pain and rash start after using the new product?,op1Text,0
lb4,lb9,op2Text,Did the pain and rash start after using the new product?,op2Text,0
lb5,lb10,op1Text,"Have you been experiencing any other symptoms, such as fever, fatigue, or joint pain?",op1Text,0
lb5,lb11,op2Text,"Have you been experiencing any other symptoms, such as fever, fatigue, or joint pain?",op2Text,0
lb6,lb12,op1Text,Did the pain and rash start after exposure to the chemical or irritant?,op1Text,0
lb6,lb13,op2Text,Did the pain and rash start after exposure to the chemical or irritant?,op2Text,0
lb7,lb14,op1Text,Have you had any recent dental work or oral infections?,op1Text,0
lb7,lb15,op2Text,Have you had any recent dental work or oral infections?,op2Text,0
lb8,allergic rhinitis,Op1Text,QueText,Op1Text,1
lb8,acute folliculitis,Op1Text,QueText,Op1Text,1
lb8,Diagnosis Array,Op2Text,QueText,Op2Text,1
lb9,neurovascular injury,Op1Text,QueText,Op1Text,1
lb9,neuropathic pain,Op1Text,QueText,Op1Text,1
lb9,Diagnosis Array,Op2Text,QueText,Op2Text,1
lb10,encephalitis,Op1Text,QueText,Op1Text,1
lb10,orbital cellulitis,Op1Text,QueText,Op1Text,1
lb10,Diagnosis Array,Op2Text,QueText,Op2Text,1
lb11,trigeminal nerve inflammation,Op1Text,QueText,Op1Text,1
lb11,atypical facial pain,Op1Text,QueText,Op1Text,1
lb11,Diagnosis Array,Op2Text,QueText,Op2Text,1
lb12,herpes zoster,Op1Text,QueText,Op1Text,1
lb12,acute bacterial pharyngitis,Op1Text,QueText,Op1Text,1
lb12,Diagnosis Array,Op2Text,QueText,Op2Text,1
lb13,trigeminal neuralgia,Op1Text,QueText,Op1Text,1
lb13,temporomandibular joint disorder,Op1Text,QueText,Op1Text,1
lb13,Diagnosis Array,Op2Text,QueText,Op2Text,1
lb14,dental abscess,Op1Text,QueText,Op1Text,1
lb14,pulpitis,Op1Text,QueText,Op1Text,1
lb14,Diagnosis Array,Op2Text,QueText,Op2Text,1
lb15,sinusitis,Op1Text,QueText,Op1Text,1
lb15,migraine,Op1Text,QueText,Op1Text,1
lb15,Diagnosis Array,Op2Text,QueText,Op2Text,1
lc1,lc2,Yes,Do you experience heartburn or acid reflux?,Yes,0
lc1,lc3,No,Do you experience heartburn or acid reflux?,No,0
lc2,lc4,Yes,Do you have difficulty swallowing or a sensation of food getting stuck?,Yes,0
lc2,lc5,No,Do you have difficulty swallowing or a sensation of food getting stuck?,No,0
lc3,lc6,Yes,Do you have a history of sinus issues or allergies?,Yes,0
lc3,lc7,No,Do you have a history of sinus issues or allergies?,No,0
lc4,lc8,Yes,Have you recently experienced weight loss or a change in appetite?,Yes,0
lc4,lc9,No,Have you recently experienced weight loss or a change in appetite?,No,0
lc5,lc10,Yes,Do you have a history of dental issues or recent dental work?,Yes,0
lc5,lc11,No,Do you have a history of dental issues or recent dental work?,No,0
lc6,lc12,Yes,"Do you have nasal congestion, runny nose, or postnasal drip?",Yes,0
lc6,lc13,No,"Do you have nasal congestion, runny nose, or postnasal drip?",No,0
lc7,lc14,Yes,Do you have a history of headaches or migraines?,Yes,0
lc7,lc15,No,Do you have a history of headaches or migraines?,No,0
lc8,neoplasm of oropharynx,Yes,Do you have a history of smoking or excessive alcohol consumption?,Yes,1
lc8,neoplasm of larynx,Yes,Do you have a history of smoking or excessive alcohol consumption?,Yes,1
lc8,neurocirculatory asthenia,No,Do you have a history of smoking or excessive alcohol consumption?,No,1
lc8,idiopathic disease,No,Do you have a history of smoking or excessive alcohol consumption?,No,1
